Project ID,Milestone,Schedule Category,Dates
19WWPDD006C,Completion of Technical evaluation (Contractor),Actual,14/09/2018
19WWPDD006C,Letter of Award (Contractor),Baseline,14/10/2018
19WWPDD006C,Letter of Award (Contractor),Capex,14/10/2018
19WWPDD006C,Letter of Award (Contractor),Actual,14/10/2018
19WWPDD006C,Site Handing Over,Baseline,04/03/2020
19WWPDD006C,Site Handing Over,Capex,04/03/2020
19WWPDD006C,Site Handing Over,Actual,04/03/2020
19WWPDD006C,T&C / Energisation,Baseline,18/02/2022
19WWPDD006C,T&C / Energisation,Capex,12/05/2022
19WWPDD006C,T&C / Energisation,Actual,12/05/2022
19WWPDD006C,Project Completion,Baseline,12/05/2023
19WWPDD006C,Project Completion,Capex,30/11/2023
D-W-12-OMW05-MA (2),Letter of Award (Consultant),Baseline,22/08/2013
D-W-12-OMW05-MA (2),Letter of Award (Consultant),Capex,22/08/2013
D-W-12-OMW05-MA (2),Letter of Award (Consultant),Actual,22/08/2013
14EEPD024/17EEPD013,Business Case Approval,Baseline,12/07/2012
14EEPD024/17EEPD013,Business Case Approval,Capex,12/07/2012
14EEPD024/17EEPD013,Business Case Approval,Actual,12/07/2012
14EEPD024/17EEPD013,Detail Design Approval,Baseline,01/07/2012
14EEPD024/17EEPD013,Detail Design Approval,Capex,03/01/2018
14EEPD024/17EEPD013,Detail Design Approval,Actual,03/01/2018
14EEPD024/17EEPD013,CR approval (Contractor),Baseline,01/08/2012
14EEPD024/17EEPD013,CR approval (Contractor),Capex,03/03/2018
14EEPD024/17EEPD013,CR approval (Contractor),Actual,03/03/2018
14EEPD024/17EEPD013,Completion of Technical evaluation (Contractor),Baseline,01/01/2013
14EEPD024/17EEPD013,Completion of Technical evaluation (Contractor),Capex,03/04/2018
14EEPD024/17EEPD013,Completion of Technical evaluation (Contractor),Actual,03/04/2018
14EEPD024/17EEPD013,Letter of Award (Contractor),Baseline,15/01/2013
14EEPD024/17EEPD013,Letter of Award (Contractor),Capex,03/07/2018
14EEPD024/17EEPD013,Letter of Award (Contractor),Actual,03/07/2018
14EEPD024/17EEPD013,Site Handing Over,Baseline,14/02/2013
14EEPD024/17EEPD013,Site Handing Over,Capex,09/12/2018
14EEPD024/17EEPD013,Site Handing Over,Actual,09/12/2018
14EEPD024/17EEPD013,T&C / Energisation,Baseline,15/07/2014
14EEPD024/17EEPD013,T&C / Energisation,Capex,23/02/2021
14EEPD024/17EEPD013,T&C / Energisation,Actual,23/02/2021
14EEPD024/17EEPD013,Project Completion,Baseline,15/07/2016
14EEPD024/17EEPD013,Project Completion,Capex,30/12/2023
13PAME101,Business Case Approval,Baseline,10/02/2021
13PAME101,Business Case Approval,Capex,10/02/2021
13PAME101,Business Case Approval,Actual,10/02/2021
13PAME101,Detail Design Approval,Baseline,15/02/2021
13PAME101,Detail Design Approval,Capex,10/03/2021
13PAME101,Detail Design Approval,Actual,10/03/2021
13PAME101,CR approval (Contractor),Baseline,15/03/2021
13PAME101,CR approval (Contractor),Capex,10/05/2021
13PAME101,CR approval (Contractor),Actual,10/05/2021
13PAME101,Completion of Technical evaluation (Contractor),Baseline,15/04/2021
13PAME101,Completion of Technical evaluation (Contractor),Capex,18/06/2021
13PAME101,Completion of Technical evaluation (Contractor),Actual,18/06/2021
13PAME101,Letter of Award (Contractor),Baseline,15/05/2021
13PAME101,Letter of Award (Contractor),Capex,18/11/2021
13PAME101,Letter of Award (Contractor),Actual,18/11/2021
13PAME101,Site Handing Over,Baseline,15/06/2021
13PAME101,Site Handing Over,Capex,01/03/2022
13PAME101,Site Handing Over,Actual,01/03/2022
13PAME101,T&C / Energisation,Baseline,15/02/2022
13PAME101,T&C / Energisation,Capex,31/10/2022
13PAME101,T&C / Energisation,Actual,31/10/2022
13PAME101,Project Completion,Baseline,15/02/2023
13PAME101,Project Completion,Capex,31/10/2023
22EASIDDI01,Detail Design Approval,Baseline,27/09/2021
22EASIDDI01,Detail Design Approval,Capex,27/09/2021
22EASIDDI01,Detail Design Approval,Actual,27/09/2021
22EASIDDI01,CR approval (Contractor),Baseline,27/09/2021
22EASIDDI01,CR approval (Contractor),Capex,27/09/2021
22EASIDDI01,CR approval (Contractor),Actual,27/09/2021
22EASIDDI01,Completion of Technical evaluation (Contractor),Baseline,27/11/2021
22EASIDDI01,Completion of Technical evaluation (Contractor),Capex,24/11/2021
22EASIDDI01,Completion of Technical evaluation (Contractor),Actual,24/11/2021
22EASIDDI01,Letter of Award (Contractor),Baseline,27/01/2022
22EASIDDI01,Letter of Award (Contractor),Capex,30/01/2022
22EASIDDI01,Letter of Award (Contractor),Actual,30/01/2022
22EASIDDI01,Site Handing Over,Baseline,27/01/2022
22EASIDDI01,Site Handing Over,Capex,30/01/2022
22EASIDDI01,Site Handing Over,Actual,30/01/2022
22EASIDDI01,T&C / Energisation,Baseline,27/01/2024
22EASIDDI01,T&C / Energisation,Capex,30/08/2023
22EASIDDI01,T&C / Energisation,Actual,30/08/2023
22EASIDDI01,Project Completion,Baseline,27/01/2025
22EASIDDI01,Project Completion,Capex,30/08/2024
20WCSDD002,Business Need,Baseline,14/09/2020
20WCSDD002,Business Need,Capex,14/09/2020
20WCSDD002,Business Need,Actual,14/09/2020
20WCSDD002,Business Case Approval,Baseline,14/11/2020
20WCSDD002,Business Case Approval,Capex,14/11/2020
20WCSDD002,Business Case Approval,Actual,14/11/2020
20WCSDD002,CR approval (Consultant),Baseline,14/01/2021
20WCSDD002,CR approval (Consultant),Capex,14/01/2021
20WCSDD002,CR approval (Consultant),Actual,14/01/2021
20WCSDD002,Letter of Award (Consultant),Baseline,14/02/2021
20WCSDD002,Letter of Award (Consultant),Capex,14/02/2021
20WCSDD002,Letter of Award (Consultant),Actual,14/02/2021
20WCSDD002,Detail Design Approval,Baseline,14/10/2021
20WCSDD002,Detail Design Approval,Capex,14/10/2021
20WCSDD002,Detail Design Approval,Actual,14/10/2021
20WCSDD002,CR approval (Contractor),Baseline,14/11/2021
20WCSDD002,CR approval (Contractor),Capex,14/11/2021
20WCSDD002,CR approval (Contractor),Actual,14/11/2021
20WCSDD002,Completion of Technical evaluation (Contractor),Baseline,25/02/2022
20WCSDD002,Completion of Technical evaluation (Contractor),Capex,25/02/2022
20WCSDD002,Completion of Technical evaluation (Contractor),Actual,25/02/2022
20WCSDD002,Letter of Award (Contractor),Baseline,27/04/2022
20WCSDD002,Letter of Award (Contractor),Capex,27/04/2022
20WCSDD002,Letter of Award (Contractor),Actual,27/04/2022
20WCSDD002,Site Handing Over,Baseline,12/07/2022
20WCSDD002,Site Handing Over,Capex,12/07/2022
20WCSDD002,Site Handing Over,Actual,12/07/2022
20WCSDD002,T&C / Energisation,Baseline,11/07/2023
20WCSDD002,T&C / Energisation,Capex,12/07/2023
20WCSDD002,T&C / Energisation,Actual,11/07/2023
20WCSDD002,Project Completion,Baseline,10/07/2024
20WCSDD002,Project Completion,Capex,10/07/2024
21GACCDNE01 (1),CR approval (Contractor),Baseline,29/09/2021
21GACCDNE01 (1),CR approval (Contractor),Capex,28/03/2022
21GACCDNE01 (1),CR approval (Contractor),Actual,28/03/2022
21GACCDNE01 (1),Completion of Technical evaluation (Contractor),Baseline,02/01/2022
21GACCDNE01 (1),Completion of Technical evaluation (Contractor),Capex,01/07/2022
21GACCDNE01 (1),Completion of Technical evaluation (Contractor),Actual,01/07/2022
21GACCDNE01 (1),Letter of Award (Contractor),Baseline,01/02/2022
21GACCDNE01 (1),Letter of Award (Contractor),Capex,19/10/2022
21GACCDNE01 (1),Letter of Award (Contractor),Actual,19/10/2022
21GACCDNE01 (1),Site Handing Over,Baseline,01/03/2022
21GACCDNE01 (1),Site Handing Over,Capex,19/12/2022
21GACCDNE01 (1),Site Handing Over,Actual,19/12/2022
21GACCDNE01 (1),T&C / Energisation,Baseline,01/02/2023
21GACCDNE01 (1),T&C / Energisation,Capex,18/06/2023
21GACCDNE01 (1),T&C / Energisation,Actual,18/06/2023
21GACCDNE01 (1),Project Completion,Baseline,01/02/2024
21GACCDNE01 (1),Project Completion,Capex,18/06/2024
21GACCDNE01 (2),CR approval (Contractor),Baseline,25/01/2022
21GACCDNE01 (2),CR approval (Contractor),Capex,25/01/2022
21GACCDNE01 (2),CR approval (Contractor),Actual,25/01/2022
21GACCDNE01 (2),Completion of Technical evaluation (Contractor),Baseline,18/04/2022
21GACCDNE01 (2),Completion of Technical evaluation (Contractor),Capex,18/04/2022
21GACCDNE01 (2),Completion of Technical evaluation (Contractor),Actual,18/04/2022
21GACCDNE01 (2),Letter of Award (Contractor),Baseline,04/07/2023
21GACCDNE01 (2),Letter of Award (Contractor),Capex,04/07/2023
21GACCDNE01 (2),Letter of Award (Contractor),Actual,04/07/2023
14ENMD053,Business Need,Baseline,22/02/2016
14ENMD053,Business Need,Capex,22/02/2016
14ENMD053,Business Need,Actual,22/02/2016
14ENMD053,Business Case Approval,Baseline,29/02/2016
14ENMD053,Business Case Approval,Capex,29/02/2016
14ENMD053,Business Case Approval,Actual,29/02/2016
14ENMD053,CR approval (Consultant),Baseline,03/01/2012
14ENMD053,CR approval (Consultant),Capex,03/01/2012
14ENMD053,CR approval (Consultant),Actual,03/01/2012
14ENMD053,CR approval (Contractor),Baseline,21/03/2016
14ENMD053,CR approval (Contractor),Capex,21/03/2016
14ENMD053,CR approval (Contractor),Actual,21/03/2016
14ENMD053,Completion of Technical evaluation (Contractor),Baseline,01/06/2016
14ENMD053,Completion of Technical evaluation (Contractor),Capex,25/05/2018
14ENMD053,Completion of Technical evaluation (Contractor),Actual,25/05/2018
14ENMD053,Letter of Award (Contractor),Baseline,01/07/2016
14ENMD053,Letter of Award (Contractor),Capex,25/06/2018
14ENMD053,Letter of Award (Contractor),Actual,25/06/2018
14ENMD053,Site Handing Over,Baseline,15/07/2016
14ENMD053,Site Handing Over,Capex,15/07/2018
14ENMD053,Site Handing Over,Actual,15/07/2018
14ENMD053,T&C / Energisation,Baseline,31/03/2019
14ENMD053,T&C / Energisation,Capex,31/10/2022
14ENMD053,T&C / Energisation,Actual,31/10/2022
14ENMD053,Project Completion,Baseline,31/03/2020
14ENMD053,Project Completion,Capex,31/12/2023
14ENMD054,Business Case Approval,Baseline,29/02/2016
14ENMD054,Business Case Approval,Capex,29/02/2016
14ENMD054,Business Case Approval,Actual,29/02/2016
14ENMD054,Detail Design Approval,Baseline,29/02/2016
14ENMD054,Detail Design Approval,Capex,29/02/2016
14ENMD054,Detail Design Approval,Actual,29/02/2016
14ENMD054,CR approval (Contractor),Baseline,29/02/2016
14ENMD054,CR approval (Contractor),Capex,12/06/2018
14ENMD054,CR approval (Contractor),Actual,12/06/2018
14ENMD054,Completion of Technical evaluation (Contractor),Baseline,29/02/2016
14ENMD054,Completion of Technical evaluation (Contractor),Capex,10/09/2018
14ENMD054,Completion of Technical evaluation (Contractor),Actual,10/09/2018
14ENMD054,Letter of Award (Contractor),Baseline,29/09/2016
14ENMD054,Letter of Award (Contractor),Capex,10/12/2018
14ENMD054,Letter of Award (Contractor),Actual,10/12/2018
14ENMD054,Site Handing Over,Baseline,14/10/2016
14ENMD054,Site Handing Over,Capex,26/12/2018
14ENMD054,Site Handing Over,Actual,26/12/2018
14ENMD054,T&C / Energisation,Baseline,12/05/2019
14ENMD054,T&C / Energisation,Capex,31/01/2023
14ENMD054,T&C / Energisation,Actual,31/01/2023
14ENMD054,Project Completion,Baseline,12/05/2020
14ENMD054,Project Completion,Capex,31/01/2024
14ENMD054,Project Completion,Actual,31/01/2023
19EAPDD02,Business Case Approval,Baseline,18/07/2019
19EAPDD02,Business Case Approval,Capex,18/07/2019
19EAPDD02,Business Case Approval,Actual,18/07/2019
19EAPDD02,CR approval (Contractor),Baseline,18/10/2019
19EAPDD02,CR approval (Contractor),Capex,09/03/2020
19EAPDD02,CR approval (Contractor),Actual,09/03/2020
19EAPDD02,Completion of Technical evaluation (Contractor),Baseline,18/04/2020
19EAPDD02,Completion of Technical evaluation (Contractor),Capex,15/07/2020
19EAPDD02,Completion of Technical evaluation (Contractor),Actual,15/07/2020
19EAPDD02,Letter of Award (Contractor),Baseline,18/07/2020
19EAPDD02,Letter of Award (Contractor),Capex,20/12/2020
19EAPDD02,Letter of Award (Contractor),Actual,20/12/2020
19EAPDD02,Site Handing Over,Baseline,18/08/2020
19EAPDD02,Site Handing Over,Capex,20/01/2021
19EAPDD02,Site Handing Over,Actual,20/01/2021
19EAPDD02,T&C / Energisation,Baseline,18/07/2022
19EAPDD02,T&C / Energisation,Capex,19/12/2022
19EAPDD02,T&C / Energisation,Actual,19/12/2022
19EAPDD02,Project Completion,Baseline,18/07/2023
19EAPDD02,Project Completion,Capex,19/06/2024
22EAPDD02,Business Case Approval,Baseline,01/05/2022
22EAPDD02,Business Case Approval,Capex,27/05/2022
22EAPDD02,Business Case Approval,Actual,27/05/2022
22EAPDD02,CR approval (Contractor),Baseline,15/06/2022
22EAPDD02,CR approval (Contractor),Capex,17/11/2022
22EAPDD02,CR approval (Contractor),Actual,17/11/2022
22EAPDD02,Completion of Technical evaluation (Contractor),Baseline,01/09/2022
22EAPDD02,Completion of Technical evaluation (Contractor),Capex,04/04/2023
22EAPDD02,Completion of Technical evaluation (Contractor),Actual,04/04/2023
22EAPDD02,Letter of Award (Contractor),Baseline,01/04/2023
22EAPDD02,Letter of Award (Contractor),Capex,17/04/2023
22EAPDD02,Letter of Award (Contractor),Actual,17/04/2023
22EAPDD02,Site Handing Over,Baseline,01/01/2023
22EAPDD02,Site Handing Over,Capex,15/05/2023
22EAPDD02,Site Handing Over,Actual,15/05/2023
22EAPDD02,T&C / Energisation,Baseline,01/01/2025
22EAPDD02,T&C / Energisation,Capex,15/05/2025
22EAPDD02,Project Completion,Baseline,01/01/2027
22EAPDD02,Project Completion,Capex,15/05/2027
20WASIDDE01,Business Need,Baseline,10/01/2020
20WASIDDE01,Business Need,Capex,10/01/2020
20WASIDDE01,Business Need,Actual,10/01/2020
20WASIDDE01,Business Case Approval,Baseline,10/11/2020
20WASIDDE01,Business Case Approval,Capex,10/11/2020
20WASIDDE01,Business Case Approval,Actual,10/11/2020
20WASIDDE01,CR approval (Consultant),Baseline,11/11/2020
20WASIDDE01,CR approval (Consultant),Capex,11/11/2020
20WASIDDE01,CR approval (Consultant),Actual,11/11/2020
20WASIDDE01,Letter of Award (Consultant),Baseline,12/01/2021
20WASIDDE01,Letter of Award (Consultant),Capex,12/01/2021
20WASIDDE01,Letter of Award (Consultant),Actual,12/01/2021
20WASIDDE01,Detail Design Approval,Baseline,12/07/2021
20WASIDDE01,Detail Design Approval,Capex,06/05/2021
20WASIDDE01,Detail Design Approval,Actual,06/05/2021
20WASIDDE01,CR approval (Contractor),Baseline,30/07/2021
20WASIDDE01,CR approval (Contractor),Capex,16/05/2021
20WASIDDE01,CR approval (Contractor),Actual,16/05/2021
20WASIDDE01,Completion of Technical evaluation (Contractor),Baseline,30/09/2021
20WASIDDE01,Completion of Technical evaluation (Contractor),Capex,11/07/2021
20WASIDDE01,Completion of Technical evaluation (Contractor),Actual,11/07/2021
20WASIDDE01,Letter of Award (Contractor),Baseline,30/10/2021
20WASIDDE01,Letter of Award (Contractor),Capex,26/08/2021
20WASIDDE01,Letter of Award (Contractor),Actual,26/08/2021
20WASIDDE01,Site Handing Over,Baseline,30/11/2021
20WASIDDE01,Site Handing Over,Capex,10/10/2021
20WASIDDE01,Site Handing Over,Actual,10/10/2021
20WASIDDE01,T&C / Energisation,Baseline,09/07/2022
20WASIDDE01,T&C / Energisation,Capex,23/01/2023
20WASIDDE01,T&C / Energisation,Actual,23/01/2023
20WASIDDE01,Project Completion,Baseline,09/07/2023
20WASIDDE01,Project Completion,Capex,18/12/2023
19WWPDD007 (1),Business Need,Baseline,15/06/2017
19WWPDD007 (1),Business Need,Capex,15/06/2017
19WWPDD007 (1),Business Need,Actual,15/06/2017
19WWPDD007 (1),Business Case Approval,Baseline,15/08/2017
19WWPDD007 (1),Business Case Approval,Capex,15/08/2017
19WWPDD007 (1),Business Case Approval,Actual,15/08/2017
19WWPDD007 (1),CR approval (Consultant),Baseline,15/09/2017
19WWPDD007 (1),CR approval (Consultant),Capex,15/09/2017
19WWPDD007 (1),CR approval (Consultant),Actual,15/09/2017
19WWPDD007 (1),Letter of Award (Consultant),Baseline,15/07/2018
19WWPDD007 (1),Letter of Award (Consultant),Capex,15/07/2018
19WWPDD007 (1),Letter of Award (Consultant),Actual,15/07/2018
19WWPDD007 (1),Detail Design Approval,Baseline,15/07/2018
19WWPDD007 (1),Detail Design Approval,Capex,15/07/2018
19WWPDD007 (1),Detail Design Approval,Actual,15/07/2018
19WWPDD007 (1),CR approval (Contractor),Baseline,15/08/2018
19WWPDD007 (1),CR approval (Contractor),Capex,15/08/2018
19WWPDD007 (1),CR approval (Contractor),Actual,15/08/2018
19WWPDD007 (1),Completion of Technical evaluation (Contractor),Baseline,17/12/2018
19WWPDD007 (1),Completion of Technical evaluation (Contractor),Capex,17/12/2018
19WWPDD007 (1),Completion of Technical evaluation (Contractor),Actual,17/12/2018
19WWPDD007 (1),Letter of Award (Contractor),Baseline,06/02/2020
19WWPDD007 (1),Letter of Award (Contractor),Capex,06/02/2020
19WWPDD007 (1),Letter of Award (Contractor),Actual,06/02/2020
19WWPDD007 (1),Site Handing Over,Baseline,16/03/2020
19WWPDD007 (1),Site Handing Over,Capex,16/03/2020
19WWPDD007 (1),Site Handing Over,Actual,16/03/2020
19WWPDD007 (1),T&C / Energisation,Baseline,07/08/2021
19WWPDD007 (1),T&C / Energisation,Capex,22/12/2021
19WWPDD007 (1),T&C / Energisation,Actual,01/05/2022
19WWPDD007 (1),Project Completion,Baseline,30/11/2021
19WWPDD007 (1),Project Completion,Capex,30/03/2022
19WWPDD007 (1),Project Completion,Actual,01/05/2022
17WPD009 (2),Business Need,Baseline,29/11/2018
17WPD009 (2),Business Need,Capex,29/11/2018
17WPD009 (2),Business Need,Actual,29/11/2018
17WPD009 (2),Business Case Approval,Baseline,29/01/2019
17WPD009 (2),Business Case Approval,Capex,29/01/2019
17WPD009 (2),Business Case Approval,Actual,29/01/2019
17WPD009 (2),CR approval (Consultant),Baseline,29/03/2019
17WPD009 (2),CR approval (Consultant),Capex,29/03/2019
17WPD009 (2),CR approval (Consultant),Actual,29/03/2019
17WPD009 (2),Letter of Award (Consultant),Baseline,29/04/2019
17WPD009 (2),Letter of Award (Consultant),Capex,29/04/2019
17WPD009 (2),Letter of Award (Consultant),Actual,29/04/2019
17WPD009 (2),Detail Design Approval,Baseline,29/05/2019
17WPD009 (2),Detail Design Approval,Capex,29/05/2019
17WPD009 (2),Detail Design Approval,Actual,29/05/2019
17WPD009 (2),CR approval (Contractor),Baseline,29/06/2019
17WPD009 (2),CR approval (Contractor),Capex,29/06/2019
17WPD009 (2),CR approval (Contractor),Actual,29/06/2019
17WPD009 (2),Completion of Technical evaluation (Contractor),Baseline,29/07/2019
17WPD009 (2),Completion of Technical evaluation (Contractor),Capex,29/07/2019
17WPD009 (2),Completion of Technical evaluation (Contractor),Actual,29/07/2019
17WPD009 (2),Letter of Award (Contractor),Baseline,29/09/2019
17WPD009 (2),Letter of Award (Contractor),Capex,29/09/2019
17WPD009 (2),Letter of Award (Contractor),Actual,29/09/2019
17WPD009 (2),Site Handing Over,Baseline,01/07/2021
17WPD009 (2),Site Handing Over,Capex,01/07/2021
17WPD009 (2),Site Handing Over,Actual,01/07/2021
17WPD009 (2),T&C / Energisation,Baseline,31/05/2022
17WPD009 (2),T&C / Energisation,Capex,07/06/2022
17WPD009 (2),T&C / Energisation,Actual,07/06/2022
17WPD009 (2),Project Completion,Baseline,31/05/2023
17WPD009 (2),Project Completion,Capex,30/11/2023
17EEPD014,Letter of Award (Contractor),Baseline,01/07/2020
17EEPD014,Letter of Award (Contractor),Capex,01/02/2021
17EEPD014,Letter of Award (Contractor),Actual,01/02/2021
